type,jan_quit,feb_quit,mar_quit,apr_quit,may_quit,jun_quit,jul_quit,aug_quit,sep_quit,oct_quit,nov_quit,dec_quit,total_quit,jan_m,feb_m,mar_m,apr_m,may_m,jun_m,jul_m,aug_m,sep_m,oct_m,nov_m,dec_m,total_m
ร้านขายปลีกวัสดุก่อสร้างอื่นๆ,12,7,3,6,3,8,9,15,13,14,14,26,130,15.05,12.5,3.0,5.7,2.0,20.15,12.44,23.8,76.3,20.5,18.1,54.22,263.76
ร้านขายปลีกวัสดุก่อสร้างหลายชนิดรวมถึงวัสดุอุปกรณ์และเครื่องมือชนิดนำไปใช้ทำงานได้ด้วยตัวเอง,6,4,4,6,5,4,9,9,11,9,19,34,120,22.0,9.0,3.1,10.36,7.2,3.3,9.8,10.0,16.5,14.7,31.0,40.4,177.36
การขายปลีกพรมพรมหนาวัสดุปิดฝาผนังและปูพื้นในร้านค้าเฉพาะ,0,0,0,0,1,8,1,1,1,2,1,3,18,0.0,0.0,0.0,0.0,1.0,1.6,1.0,1.0,0.5,5.3,4.0,5.0,19.4
การขายปลีกเครื่องใช้ไฟฟ้าในครัวเรือนเฟอร์นิเจอร์อุปกรณ์ ไฟฟ้าแสงสว่างและของใช้ในครัวเรือนชนิดอื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกเฟอร์นิเจอร์ชนิดใช้ในครัวเรือน,2,1,4,1,1,8,4,6,3,5,4,18,57,2.0,1.0,6.4,4.8,0.5,5.0,4.0,9.4,2.2,4.7,29.3052,9.81,79.11520000000002
ร้านขายปลีกเครื่องดินเผาเครื่องแก้วและเครื่องครัว,3,0,0,0,0,2,2,2,1,1,0,0,11,6.1,0.0,0.0,0.0,0.0,0.4,1.3,96.47,1.0,1.0,0.0,0.0,106.27
ร้านขายปลีกอุปกรณ์ไฟฟ้าสำหรับให้แสงสว่าง,3,0,1,0,0,1,3,3,5,4,6,9,35,3.0,0.0,1.0,0.0,0.0,0.5,4.1,7.0,16.1,11.0,15.0,17.2,74.9
ร้านขายปลีกอุปกรณ์เกี่ยวกับเครื่องดนตรี,0,1,0,0,0,0,0,0,0,0,1,1,3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,2.2
ร้านขายปลีกเครื่องใช้ไฟฟ้าชนิดในครัวเรือน,4,3,2,1,0,7,7,6,8,10,4,19,71,7.5,3.0,1.2,0.2,0.0,9.6,7.6,6.0,6.5,13.7,3.1,26.9,85.3
ร้านขายปลีกของใช้อื่นๆในครัวเรือนซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,1,3,3,2,0,7,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,6.54,15.54
ร้านขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสาร,0,0,0,1,1,2,1,3,2,3,3,4,20,0.0,0.0,0.0,1.0,1.0,4.0,254.8,4.2,3.25,4.4,7.5,3.5,283.65
ร้านขายปลีกเครื่องเขียนและเครื่องใช้สำนักงาน,7,1,3,2,1,8,6,6,9,5,8,20,76,17.0,0.2,3.0,1.5,0.5,9.6,8.6,7.5,15.0,8.2,11.1,24.21,106.41
การขายปลีกสื่อบันทึกเสียงเพลงและสื่อบันทึกวีดิทัศน์ในร้านค้าเฉพาะ,0,0,0,0,0,0,0,1,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
การขายปลีกเครื่องกีฬาในร้านค้าเฉพาะ,2,1,1,1,1,1,2,2,3,4,1,3,22,1.5,1.0,1.0,1.0,1.0,4.0,6.0,2.0,3.0,11.0,0.3,8.0,39.8
การขายปลีกเกมและของเล่นในร้านค้าเฉพาะ,0,0,0,0,0,0,0,2,2,2,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.1,6.0,0.0,1.15,11.25
ร้านขายปลีกผลิตภัณฑ์งานฝีมือคนไทยและของที่ระลึก,3,0,1,0,0,0,0,0,5,3,1,5,18,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,4.2,26.4
ร้านขายปลีกสินค้าทางวัฒนธรรมและนันทนาการอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,1,0,0,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0
การขายปลีกสินค้าอื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกเสื้อผ้ารองเท้าและเครื่องหนังในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกเสื้อผ้า,14,7,8,6,4,11,7,10,19,18,18,39,161,9.75,7.55,8.5,5.48,4.0,17.475,9.5,9.1,21.7,16.26,14.45,35.205,158.97000000000003
ร้านขายปลีกรองเท้า,0,0,0,0,0,1,1,2,0,0,1,6,11,0.0,0.0,0.0,0.0,0.0,1.0,0.1,3.0,0.0,0.0,0.21,7.5,11.81
ร้านขายปลีกเครื่องหนังยกเว้นรองเท้า,0,0,0,0,0,0,1,1,0,2,4,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,1.5,3.5,1.6,7.75
การขายปลีกสินค้าทางเภสัชภัณฑ์และทางการแพทย์เครื่องหอม เครื่องสำอางและผลิตภัณฑ์ที่ใช้ในห้องน้ำในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกสินค้าทางเภสัชภัณฑ์และเวชภัณฑ์,15,8,4,5,4,13,9,17,20,21,26,63,205,17.8,6.0,4.0,3.9,3.1,17.6,20.9,23.3,18.25,31.009,35.25,75.63,256.739
ร้านขายปลีกเครื่องหอม,0,0,1,0,0,0,1,1,0,0,1,4,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,8.0
ร้านขายปลีกเครื่องสำอาง,17,8,11,4,8,16,23,21,23,32,22,77,262,20.9,11.5,13.25,2.9,11.2,13.1,21.4,26.9,20.65,35.5,21.0,78.521,276.821
การขายปลีกสินค้าใหม่อื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกนาฬิกาแว่นตาและอุปกรณ์ถ่ายภาพ,0,0,0,0,1,1,3,3,7,6,1,9,31,0.0,0.0,0.0,0.0,1.0,1.3,1.17,4.0,14.3,21.955,1.5,22.82,68.04499999999999
ร้านขายปลีกเครื่องประดับ,8,14,5,6,6,6,13,8,25,19,24,46,180,21.1,33.5269,7.6,12.3,18.0,41.0,18.0,12.3,26.55,51.1,51.4591,137.15,430.086
ร้านขายปลีกดอกไม้ต้นไม้และอุปกรณ์ที่เกี่ยวข้อง,2,3,1,1,0,2,1,1,2,5,5,10,33,5.0,5.0,1.0,5.0,0.0,2.0,1.0,1.0,2.0,3.52,4.3,13.9,43.72
ร้านขายปลีกสัตว์เลี้ยงและอุปกรณ์ที่เกี่ยวข้อง,4,1,0,1,0,1,4,3,2,3,4,14,37,4.0,1.0,0.0,0.1,0.0,1.0,5.6,4.0,2.0,3.0,3.0,13.05,36.75
ร้านขายปลีกก๊าซและเชื้อเพลิงอื่นๆสำหรับใช้ในครัวเรือน,1,0,1,0,0,0,1,1,1,0,1,6,12,5.0,0.0,0.5,0.0,0.0,0.0,0.7,3.0,3.0,0.0,0.5,11.0,23.7
ร้านขายปลีกสินค้าใหม่อื่นๆซึ่งมิได้จัดประเภทไว้ในทื่อื่น,3,1,4,3,6,5,3,5,7,10,4,22,73,3.0,1.0,9.2,9.0,15.5,6.6,3.0,7.5,5.8,6.7,10.5,28.1,105.9
การขายปลีกสินค้ามือสองในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ร้านขายปลีกวัตถุโบราณ,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ร้านขายปลีกเครื่องแต่งกายรองเท้าและเครื่องหนังที่ใช้แล้ว,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ร้านขายปลีกคอมพิวเตอร์และอุปกรณ์สื่อสารโทรคมนาคมที่ใช้แล้ว,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
ร้านขายปลีกเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือนที่ใช้แล้ว,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
ร้านขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสารที่ใช้แล้ว,1,0,0,0,1,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ร้านขายปลีกสินค้าใช้แล้วอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,2,0,3,1,1,0,0,1,2,4,14,0.0,0.0,12.0,0.0,3.0,0.1,0.5,0.0,0.0,0.6,4.0,2.61,22.81
การขายปลีกผลิตภัณฑ์อาหารบนแผงลอยและตลาด,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
การขายปลีกเครื่องดื่มบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกผลิตภัณฑ์ยาสูบบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกสิ่งทอเสื้อผ้าและรองเท้าบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกสิ่งทอบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกเสื้อผ้ารองเท้าและเครื่องหนังบนแผงลอยและตลาด,0,0,1,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1
การขายปลีกคอมพิวเตอร์และอุปกรณ์สื่อสารโทรคมนาคม บนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
การขายปลีกเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือนบนแผงลอยและตลาด,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
การขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสาร บนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกสื่อบันทึกเสียงและภาพบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกสินค้าทางเภสัชภัณฑ์และเวชภัณฑ์ เครื่องหอมและเครื่องสำอางบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
การขายปลีกนาฬิกาแว่นตาเครื่องเพชรพลอยบนแผงลอย และตลาด,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
การขายปลีกดอกไม้ต้นไม้สัตว์เลี้ยงและอาหารสำหรับสัตว์เลี้ยงบนแผงลอยและตลาด,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
การขายปลีกสินค้าอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่นบนแผงลอยและตลาด,0,0,1,0,0,1,0,1,0,1,1,0,5,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.1,0.0,1.0,1.0,0.0,4.6
การขายปลีกผ่านการสั่งซื้อทางไปรษณีย์หรือทางอินเทอร์เน็ต,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายปลีกโดยการรับสั่งสินค้าทางไปรษณีย์โทรทัศน์วิทยุ และโทรศัพท์,0,0,0,0,0,1,0,0,0,1,0,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,12.0
การขายปลีกทางอินเทอร์เน็ต,31,15,13,16,21,33,33,24,48,41,56,106,437,38.692,17.955555,22.2,20.8,17.8,51.55,49.43001,40.3,60.59,47.95,81.85,118.85,567.9675649999999
การขายปลีกโดยวิธีอื่นๆที่ไม่ได้กระทำในร้านค้าแผงลอยหรือ ตลาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขายตรง,1,1,1,0,0,0,1,0,1,0,1,0,6,1.0,1.0,0.2,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,11.2
การขายปลีกโดยไม่มีร้านซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,0,0,0,1,0,0,4,3,4,2,8,24,0.11,0.0,0.0,0.0,1.0,0.0,0.0,7.0,23.0,3.2,1.5,13.05,48.86
การขนส่งทางบกและการขนส่งทางท่อลำเลียง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งทางรถไฟ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางรถไฟระหว่างเมือง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งสินค้าทางรถไฟ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารด้วยรถโดยสารประจำทาง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารด้วยรถโดยสารประจำทางในกรุงเทพฯ และปริมณฑล,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางระหว่างกรุงเทพฯ กับจังหวัดอื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางระหว่างจังหวัด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางในชนบท,0,0,0,0,1,0,0,1,1,1,1,2,7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,1.0,15.0,1.0,2.4,20.8
การขนส่งผู้โดยสารทางรถโดยสารประจำทางอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,4,2,0,2,1,2,0,1,1,0,5,20,8.2,11.0,0.6,0.0,2.0,1.0,7.0,0.0,5.0,0.02,0.0,5.6,40.42
การขนส่งทางบกอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
การขนส่งผู้โดยสารในเขตเมืองและปริมณฑลยกเว้นทางรถโดยสารประจำทาง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางบกอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารโดยรถยนต์รับจ้าง/แท็กซี่,0,1,1,0,1,0,0,0,0,1,3,5,12,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2,6.11,9.0,17.810000000000002
การขนส่งผู้โดยสารโดยรถสามล้อเครื่องและจักรยานยนต์รับจ้าง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสาร,28,17,12,13,21,27,28,19,41,45,41,110,402,91.7,30.7,28.0,14.2,26.92,1933.805,46.8,21.4,53.25,59.3,68.95,155.415,2530.44
การขนส่งผู้โดยสารทางบกอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,4,2,2,0,2,5,2,5,5,9,4,15,55,2.725,3.0,2.0,0.0,2.0,3.8,4.2,15.7,5.0,27.6,21.5,24.98,112.505
การขนส่งสินค้าทางถนน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งสินค้าแช่เย็นหรือแช่แข็งทางถนน,0,0,0,0,0,1,0,2,0,1,0,5,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,0.0,7.5,11.0
การขนส่งผลิตภัณฑ์ปิโตรเลียมทางถนน,2,1,0,0,0,0,0,0,0,0,0,1,4,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
การขนส่งของเหลวหรือก๊าซ (ยกเว้นก๊าซธรรมชาติ) ทางถนน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งสินค้าที่บรรจุในตู้คอนเทนเนอร์ทางถนน,2,1,0,0,0,1,1,2,1,5,2,4,19,3.0,15.0,0.0,0.0,0.0,0.1,0.3,2.5,5.0,10.0,2.0,9.1,47.00000000000001
การขนส่งสินค้าอื่นๆทางถนนซึ่งมิได้จัดประเภทไว้ในที่อื่น,6,8,4,4,2,6,13,7,12,13,17,26,118,11.5,6.9,3.1,4.0,6.0,14.35,15.1,9.8,9.15,40.52,52.35,34.015,206.78500000000005
การขนส่งทางระบบท่อลำเลียง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรือโดยสารข้ามฟาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรือท่องเที่ยวหรือเรือโดยสารทัศนาจรขนาดใหญ่,0,0,0,0,0,0,0,1,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรืออื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
